age_mean,age_stdev,height_mean,height_stdev,weight_mean,weight_stdev,bmi_mean,bmi_stdev,waist_circumference_mean,waist_circumference_stdev,waist_to_height_mean,waist_to_height_stdev,systolic_mean,systolic_stdev,diastolic_mean,diastolic_stdev,Alanine aminotransferase_mean,Alanine aminotransferase_stdev,Triglycerides_mean,Triglycerides_stdev,cholesterol_mean,cholesterol_stdev,H cholesterol_mean,H cholesterol_stdev,L cholesterol_mean,L cholesterol_stdev,Alkaline phosphatase_mean,Alkaline phosphatase_stdev,Total bilirubin_mean,Total bilirubin_stdev,Hemoglobin_mean,Hemoglobin_stdev,Glycated hemoglobin_mean,Glycated hemoglobin_stdev,Platelet count_mean,Platelet count_stdev,albumin_mean,albumin_stdev,globulin_mean,globulin_stdev,Total protein_mean,Total protein_stdev,White blood cell count_mean,White blood cell count_stdev,Red blood cell count_mean,Red blood cell count_stdev,Lymphocyte count_mean,Lymphocyte count_stdev,Eosinophil count_mean,Eosinophil count_stdev,Neutrophil count_mean,Neutrophil count_stdev,The average hemoglobin concentration_mean,The average hemoglobin concentration_stdev,Lactate dehydrogenase_mean,Lactate dehydrogenase_stdev,Cholinesterase_mean,Cholinesterase_stdev,Total bile acid_mean,Total bile acid_stdev,Leucine aminopeptidase_mean,Leucine aminopeptidase_stdev
39.51004412,15.41384701,167.0674207,8.565499026,65.79721761,13.0065854,23.4347163,3.437610546,91674.07893,13209195.7,574.7315956,82816.27417,123.3237919,16.27943542,75.44409562,9.872013058,23.43628452,21.53711352,1.293645595,1.05571482,4.600068918,0.899411404,1.34096152,0.375262971,2.71968907,0.757129486,61.90799088,17.94926932,11.57082243,5.073130711,143.7326733,16.24557279,5.788706184,0.835368113,233.3600204,53.19898589,45.11862826,2.326634725,29.73213466,3.530228166,74.85076984,4.052051591,6.205986061,1.522454566,4.848454686,0.478773155,2.053562381,0.583961491,0.142612107,0.126555857,3.630606598,1.188831269,330.3661554,8.599618069,186.2900896,37.06400663,9.083843833,1.93200678,3.24341227,3.392818546,51.92319649,10.59711631
