weight_mean,weight_stdev,bmi_mean,bmi_stdev,Alanine aminotransferase_mean,Alanine aminotransferase_stdev,H cholesterol_mean,H cholesterol_stdev,fastingbloodsugar_cuttoff_5point5_mean,fastingbloodsugar_cuttoff_5point5_stdev,Triglycerides_mean,Triglycerides_stdev,diastolic_mean,diastolic_stdev,Hemoglobin_mean,Hemoglobin_stdev,systolic_mean,systolic_stdev,Red blood cell count_mean,Red blood cell count_stdev,height_mean,height_stdev,Platelet count_mean,Platelet count_stdev,age_mean,age_stdev,Aspartate aminotransferase_mean,Aspartate aminotransferase_stdev,White blood cell count_mean,White blood cell count_stdev,Lymphocyte count_mean,Lymphocyte count_stdev,The average hemoglobin concentration_mean,The average hemoglobin concentration_stdev,Neutrophil count_mean,Neutrophil count_stdev,Eosinophil count_mean,Eosinophil count_stdev
65.84099237,12.94349122,23.59896467,3.488510354,24.19981924,21.59041746,1.333876445,0.371581493,0.129733076,0.336011895,1.319214223,1.09961964,75.68720571,10.05430798,146.2162165,15.78662152,123.4826368,16.34603893,4.849100793,0.479630195,166.5745658,8.557632666,231.7964278,53.87015488,40.02832549,14.66018003,21.12032558,12.08589149,6.174501708,1.523101337,2.029516085,0.57759697,330.2724594,8.845629214,3.629965101,1.19011653,0.140143405,0.12637607
